"Image","Description"
"Indoor/indoor_1_11.jpg","An indoor swimming pool that is a deep cyan. The ceilings have wooden panels and there are four paintings "
"Indoor/indoor_10_11.jpg","A basket ball game. The crowd is full and the basket ball court is in the centre. "
"Outdoor/outdoor_6_11.jpg","A bridge. There is a white boat in the water below. The bottom of the bridge is supported by green structures"
"Outdoor/outdoor_3_11.jpg","A park with well kept green lawns and trees. In the centre of some buildings. There are several people lying on blankets"
"Indoor/indoor_4_11.jpg","An airport terminal. There is a Chanel store in the background and people are walking up and down"
"Indoor/indoor_9_11.jpg","An ice rink with orange bleachers. Children are skating and there are adults too. Walls are white"
"Indoor/indoor_7_11.jpg","A green house with misty window panels. There are potted plants arranged in a line and several green plants"
"Outdoor/outdoor_7_11.jpg","A forest path that seems to be damp. There are tall trees and the path is surrounded by vegetation"
"Indoor/indoor_3_11.jpg","A two story library with a red balcony on the top floor. There are skylights in the centre of the ceiling."
"Outdoor/outdoor_15_11.jpg","A ski slope with people skiing on it. There are frost glazed mountains in the distance"
"Outdoor/outdoor_14_11.jpg","A large pond with deep blue water. A house in the distance and the pond has rocks and water reeds"
"Indoor/indoor_5_11.jpg","An arcade with two rows of machines that are brightly lit. There are 3 colourful posters on the wall."
"Outdoor/outdoor_1_11.jpg","A seashore at dusk. A pink and purple cloud has formed above and the water is a perfect clear blue."
"Outdoor/outdoor_9_11.jpg","An empty skating park at dawn. The ground is grey and concrete but the edges are green grass"
"Outdoor/outdoor_5_11.jpg","A bright orange roller coaster with palm trees surrounding it. It is supported by green beams"
"Outdoor/outdoor_10_11.jpg","A football match. The pitch is in the centre and a goal can be seen The crowd is cheering"
"Outdoor/outdoor_8_11.jpg","A city street. It is surrounded by old sky scrapers and there are people grossing the road. The traffic lights are red"
"Indoor/indoor_13_11.jpg","A scientist looking into a microscope. He has blue latex gloves and is wearing a white coat."
"Outdoor/outdoor_11_12.jpg","A graveyard completely devoid of any living people. There is a small walking path to the right. Many of the graves have crosses."
"Indoor/indoor_2_12.jpg","A large barn filled with stacks of hay, some bundled, some loose and clumpy, very little else."
"Indoor/indoor_7_12.jpg","A small greenhouse filled with an array of beautiful flowers. Most are shades of pink or purple.\n"
"Outdoor/outdoor_4_12.jpg","A subway station, taken from the side without a train currently in. A man in blue is reading a newspaper.\n"
"Outdoor/outdoor_3_12.jpg","A park view with many tall buildings off in the distance. People, families and couples are present in the park."
"Indoor/indoor_15_12.jpg","A busy school cafeteria packed with students eating lunch. Bags and such are upon the tables."
"Indoor/indoor_5_12.jpg","An empty arcade with flashing lights and many games. The prize counter is visible, with a big stuffed bear."
"Indoor/indoor_4_12.jpg","A crowded airport entrance, many people using the automated ticket booths. A display of flight gates is seen."
"Outdoor/outdoor_13_12.jpg","A large, mobile crane working on a construction site, the building in question being little more than scaffolding."
"Indoor/indoor_13_12.jpg","A group of scientists standing around a binder, various flasks of liquids and scientific instruments present."
"Indoor/indoor_9_12.jpg","An ice rink with many people present. Some are wearing full hockey uniforms while others are skating for fun."
"Outdoor/outdoor_9_12.jpg","A singular person practising tricks at a skateboard park, currently in midair while doing a trick."
"Outdoor/outdoor_10_12.jpg","A large sports field with packed bleachers full of fans, the field itself empty of players.\n"
"Outdoor/outdoor_12_12.jpg","A fancy, cozy gateway leading into a nice botanical garden of some sort, with lush grass and a cute tree."
"Outdoor/outdoor_6_12.jpg","A large steel bridge, presumably one that is under construction, or one that is being replaced or renovated."
"Outdoor/outdoor_15_12.jpg","A snowy hill filled with skiers and winter sports enthusiasts. Marker flags can be seen on the trail."
"Indoor/indoor_3_12.jpg","A large library, with the books caged off and fancy, classical artwork adorning the ceiling.\n"
"Indoor/indoor_14_12.jpg","A clean, high class looking bathroom, primarily the sinks and urinals. The wash basins have mirrors in front of them.\n"
"Outdoor/outdoor_8_12.jpg","A large group of people strolling down a street lined with shops, no cars visible on the road."
"Outdoor/outdoor_14_12.jpg","A quiet, peaceful view of a lake, tress reflecting into the still water. A few people are in the distance."
"Indoor/indoor_6_12.jpg","A school hallway lined with lockers, several students walking through while others enter a classroom.\n"
"Indoor/indoor_12_12.jpg","An empty hospital room, focused primarily on the empty bed. A window is present nearby."
"Indoor/indoor_11_12.jpg","A well stocked pub or bar of some kind, bottles of various alcohol lining the shelves."
"Outdoor/outdoor_7_12.jpg","A dimly lit forest path, the trees blocking the sun and casting cool, autumnal shadows."
"Indoor/indoor_1_12.jpg","A large competitive lap pool, completely empty with the water almost perfectly still and reflective.\n"
"Indoor/indoor_8_12.jpg","A large, multi-story mall with many plants decorating the area. A lower store advertises a sale.\n"
"Outdoor/outdoor_2_12.jpg","A lush, well-maintained bit of farmland and crops, sitting in front of a large bed barn and other shacks."
"Indoor/indoor_10_12.jpg","A large basketball stadium packed with an audience, a game being played right in the center."
"Outdoor/outdoor_5_12.jpg","A large amusement park, with many coasters in the background and a water ride in the foreground."
"Outdoor/outdoor_1_12.jpg","A beach scene, with a propeller boat anchored with rope to a nearby palm tree."
"Indoor/indoor_5_12.jpg","An arcade, there are several colorful games spread about. A counter to claim prizes on the right with a giant teddy bear on one of the shelves. "
"Indoor/indoor_12_12.jpg","A hospital room, there is one empty bed and a sitting area in front of the windows. To the right side, there is a sink in a separate room. "
"Indoor/indoor_13_12.jpg","A group of medical professionals all examining one document. There is one lady with white in the middle and three people surrounding her. There are beakers filled with chemicals lying about. \n"
"Outdoor/outdoor_12_12.jpg","An area that you can enter through a gate. The gate is blue and has a bricked arch structure above it. There is a tree straight ahead with two split trunks. "
"Indoor/indoor_4_12.jpg","There is an airport. People are lining up to get their bags checked. There are two monitors displaying local flights and several blue monitors in the back. There are two trash cans next to the two monitors."
"Indoor/indoor_2_12.jpg","A barn filled with hay. The hay covers the ground and stacks high up into the air on all sides. The roof is green and made of metal. "
"Outdoor/outdoor_4_12.jpg","A subway station. There is one man in blue sitting at the station reading a book. Besides him, there is nobody else there. A clock to the left tells the time to be around 8:50"
"Indoor/indoor_1_12.jpg","A giant swimming pool enclosed in a room with windows and hanging ceiling lights. Several chairs line the edges of the pool. The roof is made of wood."
"Indoor/indoor_7_12.jpg","A greenhouse filled with many plants. Three rows of plants are lined up with flowers ranging from mostly pink to purple. One orange plant is to the far left of the screen. The plants are stacke on top of each other"
"Outdoor/outdoor_8_12.jpg","A street filled with people walking on it. There is a couple near the left holding hands walking and a family of five to the right of them. There are a few clouds with tall trees"
"Indoor/indoor_11_12.jpg","A bar with nobody in it. An empty jug is near the front of the counter while several drinks line the back wall. The bar is fully lit with different light decorations. "
"Indoor/indoor_15_12.jpg","A school cafeteria where most of kids are sitting eating lunch. One child has his/her bag on the table near the front and a person can be seen walking down the aisle in the back. "
"Outdoor/outdoor_9_12.jpg","A young boy is skateboarding in a skate park. He is frozen in mid-air while jumping and his hair is standing up. A grey car sits at the back by itself."
"Outdoor/outdoor_3_12.jpg","A park where there are a bunch of people sitting or laying around. In the center there is a couple, the girl has her hair in a ponytail and the boy is sitting hunched over. In the back, there are several tall buildings against a clear sky."
"Outdoor/outdoor_11_12.jpg","A graveyard with many gravestones lined up. There are a bunch of trees around the graveyard with one narrow path to the right side. "
"Indoor/indoor_6_12.jpg","A school hallway. Several students are making their way into a classroom. The hallways are not too full and they just have a few students. A few students are walking down the hallway. There is one girl turning around with a brown bag"
"Outdoor/outdoor_5_12.jpg","An amusement park with several big roller coasters. There is a boat ride near the front that is going under a mini bridge. Several people are crowded around."
"Indoor/indoor_3_12.jpg","A big library with intricate wall designs. The bookcases are surrounded by metal nets. Three glass cases are in front of the books, "
"Outdoor/outdoor_2_12.jpg","A farm, several crops are lined up in front of the barn. In total there are 5 buildings, all varying in color from red to brown to white. The sky is cloudy. "
"Outdoor/outdoor_10_12.jpg","A giant stadium where a soccer game is ongoing. The two teams wear black and white. The stands are filled with people and the sky is very apparant."
"Indoor/indoor_8_12.jpg","A shopping mall with several staircases going up and down. There is an abundance of plants lying around next to every bench and wall. One store has giant sale signs. "
"Outdoor/outdoor_14_12.jpg","A giant lake with lots of trees reflecting onto the water. Lots of wildlife near the edges. There are people on the opposite side of the lake"
"Indoor/indoor_14_12.jpg","A men's bathroom, on the right side there are urinals blocked off with a wall. On the left, to center there are several sinks with mirrors hanging in front of them. Air dryers are in between them"
"Outdoor/outdoor_1_12.jpg","A beach with a large palm tree with coconuts. There a motorboat tied to the tree floating on the water. There are a few clouds in the sky and the water is very clear. "
"Outdoor/outdoor_15_12.jpg","A ski hill. Several people can be seen skiing down the hill. The sun is very bright and several hills can be seen in the distance. Yellow markers line the path. "
"Indoor/indoor_9_12.jpg","A skating rink, a bunch of people are skating around. The Canadian and American flag can be seen in the background next to the windows. The ceiling is very dome-like."
"Indoor/indoor_10_12.jpg","A basketball court. The seats are filled with people and a large monitor is in the middle giving a close up of the game. "
"Outdoor/outdoor_7_12.jpg","A forest with bright orange trees lining the path. The path has two dirt tracks and one grass in the middle. "
"Outdoor/outdoor_13_12.jpg","A construction site with a large red crane lifting something up. The building only has one floor completed. A smaller yellow machine can be seen to the far right"
"Outdoor/outdoor_6_12.jpg","A giant yellow arch bridge. There is another bridge further back and hills line the skyline. "
"Indoor/indoor_9_12.jpg","Ice rink filled with skaters. It has a curved wooden ceiling, and American and Canadian flags hanging in the back"
"Indoor/indoor_12_12.jpg","White hospital room with one bed, an open window, and a couch. A door is open to the right showing a bathroom. "
"Indoor/indoor_4_12.jpg","Airport with a curved ceiling held up by metal rods. There are many people waiting in line, most with suitcases, and there is a sign with information"
"Outdoor/outdoor_7_12.jpg","Single pathway in a forest with two tracks. Light is shining through the trees, and the leaves are orange and light green."
"Outdoor/outdoor_13_12.jpg","A construction site with a large red crane. Pillars are visible, as well as cones and warning tape. The sky is clear and blue and the ground is mostly dirt."
"Outdoor/outdoor_14_12.jpg","A large field filled with healthy, full trees. A clear pond is visible, as well as three people far in the distance. There are purple flowers lining the pond."
"Indoor/indoor_2_12.jpg","A room with a rusty green metal ceiling. The floor is covered in hay and there are haystacks piled around the room."
"Outdoor/outdoor_15_12.jpg","A mountain area with the sun shining brightly in the blue sky. Many people are seen snowboarding or skiing down a hill."
"Indoor/indoor_1_12.jpg","An indoor pool with a light wooden ceiling and walls mostly covered in windows. The pool is clear and sky blue, and there are chairs facing towards it"
"Indoor/indoor_7_12.jpg","A small greenhouse with stone floors. Many flowers are on display, mainly pink and purple colors, and three fans are attached to the house"
"Outdoor/outdoor_2_12.jpg","A red barnyard with a cloudy sky above. There are crops in front and a windmill in the back, with several sheds around the barn."
"Outdoor/outdoor_8_12.jpg","A historical street filled with modern-day people. There are families and children walking down the road that is lined with trees. The road has several markings."
"Indoor/indoor_13_12.jpg","A group of scientists looking at a notebook. There are test tubes and measuring cups on the table in front of them. Two of the scientists are women and two are men."
"Outdoor/outdoor_5_12.jpg","An outdoor amusement park with two large rollercoasters. There is a boat ride twisting along a desert-looking scenery."
"Indoor/indoor_10_12.jpg","A full basketball stadium. Almost everyone in the stands is wearing red, and they are circled around a yellow court. Players are currently standing in the court waiting for a free throw."
"Indoor/indoor_6_12.jpg","A beige high school with students wearing uniforms. Four students are entering a classroom while others walk down the hallway."
"Outdoor/outdoor_11_12.jpg","A graveyard with mostly dead grass. A path travels through the graveyard, with mostly grey sto graves."
"Indoor/indoor_11_12.jpg","A historical bar with deep wood colors and intricate glass ornamentation. Lines of drinks are at the back of the bar"
"Outdoor/outdoor_9_12.jpg","A young man with long hair and a black hoodie airborne while skateboarding. The sky is grey and there are three different hills in the skatepark."
"Outdoor/outdoor_6_12.jpg","Two large bridges in front of a mountain. One bridge is orange and curved atop calm waters, and the sky is slightly foggy and green."
"Indoor/indoor_3_12.jpg","A library with paintings all over the ceiling and books lining several stories. There is an ornate carpet on the floor and books on display in a glass case."
"Indoor/indoor_5_12.jpg","An arcade with colorful carpeting and lights. Many games are displayed as well as a prize counter, with small toys on display"
"Outdoor/outdoor_1_12.jpg","A beach shore with palm trees and a clear blue sky. A small boat is tied up to the base of a palm tree."
"Outdoor/outdoor_3_12.jpg","A park in the middle of a large city. Many people are gathered on the grass, some relaxing, and trees line the plain. Tall buildings can be seen in the background"
"Outdoor/outdoor_4_12.jpg","A train station with cement floors and metal pillars holding the awnings up. Two tracks are between the waiting areas"
"Outdoor/outdoor_12_12.jpg","A stone archway attached to a blue gate. The gate is ajar showing an area with a large tree, rocks, a pathway, and red flowers"
"Indoor/indoor_8_12.jpg","A mall with three stories, with white escalators and pillars and a marble floor. A few people are on the ground floor and many stores are open in each floor"
"Outdoor/outdoor_10_12.jpg","A soccer stadium filled with a large crowd. There are players on the green grassy field and a sign that says \""Brew Hall\"" is in the background."
"Indoor/indoor_14_12.jpg","A bathroom with dark marble floors and walls. The sinks are conical and brown, and two urinals can be seen to the rights"
"Indoor/indoor_15_12.jpg","A cafeteria filled with teenagers eating their lunches. They are sat on red metal chairs at long wooden tables"
"Outdoor/outdoor_5_12.jpg","an amusement park with people gathered around, water flowing and a roller coaster , trees around and"
"Indoor/indoor_3_12.jpg","a very large building with paintings in the ceiling and on the wall, a peice "
"Outdoor/outdoor_2_12.jpg","a very large farm, here the sky is blue, 3 small buildings with a large building, a big tree at the "
"Outdoor/outdoor_11_12.jpg","a large parcel of land that is used as a cemetry , it contains over 50 graves"
"Indoor/indoor_2_12.jpg","a hay farm and store, it contains large hays stocked upon each other , the store has a metallic roof, "
"Indoor/indoor_9_12.jpg","a wooden roof top, more than 40 people skating , the american and canadian flags "
"Indoor/indoor_7_12.jpg","this is a green house, a lot of vases with beautiful flowers in them, a "
"Indoor/indoor_15_12.jpg","a school cafe, wooden tables all around with people sitted opposite each other, they are eating ,"
"Outdoor/outdoor_8_12.jpg","a beautiful street, families strolling along the street, a beautiful house by the left and right, a fire hydrant by the "
"Outdoor/outdoor_13_12.jpg","a construction site that consists of a large crane, a bulldozer , the building is still under co"
"Indoor/indoor_14_12.jpg","a public toilet, consists of 3 wooden sinks with mirrors in front of each, a wooden ceiling, "
"Indoor/indoor_1_12.jpg","a swimming pool with a wooden rooftop, it is well lit , sits for relaxation are "
"Outdoor/outdoor_12_12.jpg","a gate attached to a rocky entrance, a large tree with red flowers on the floor, well tabled green area "
"Outdoor/outdoor_10_12.jpg","a stadium with an ongoing soccer game, fans are well sitted and the players are on the pitch, the "
"Outdoor/outdoor_4_12.jpg","a train station, a passenger is seated across and reading a magazine probably wating for the next train, a clock,  "
"Outdoor/outdoor_9_12.jpg","a guy skating over a in a park, a car at the background, trees all around and  "
"Indoor/indoor_13_12.jpg","a team of scientists engaging in a research , laboratory tools are in front of them, a jorunal "
"Outdoor/outdoor_3_12.jpg","a beautiful park , couples and singles relaxing, trees around, and large buildings in the background "
"Outdoor/outdoor_7_12.jpg","a beautiful scene , trees all around with different colored leaves , a nice pathway and sky "
"Indoor/indoor_10_12.jpg","an arena with a game going on, metallic  rooftop, fans all around the arena, the players "
"Outdoor/outdoor_9_12.jpg","Looks like a skate park. Trees and grass in the back. One guy is airborne on a skateboard over a rink or something. One vehicle in the back."
"Outdoor/outdoor_10_12.jpg","A football or soccer field and stadium. The grass is green with some white markings. Quite full audience and there are uniformed players on the field."
"Outdoor/outdoor_13_12.jpg","A construction site perhaps with a building's construction underway. A crane is on the right. The sky is blue with few clouds."
"Indoor/indoor_9_12.jpg","Probably an ice skating rink. There are many guys and girls on the rink, mostly wearing warm clothes and the rink is roofed."
"Indoor/indoor_14_12.jpg","Appears to be a toilet area, There are taps, sinks, urinals and mirrors. Mostly gray stone-ish and brown wood-ish design"
"Outdoor/outdoor_8_12.jpg","A road in the middle of buildings. There are various people of varying ages and sizes present and the sky is blue with few clouds."
"Indoor/indoor_11_12.jpg","Looks like a bar. Mostly wooden design with many bottles on the shelf and many lights in the room."
"Indoor/indoor_7_12.jpg","Looks like a greenhouse. Inside are various plants, mostly ones with flowers aligned on wooden tables."
"Indoor/indoor_5_12.jpg","An arcade place perhaps. There is a prize display in the right and mostly on the left are the game stations."
"Indoor/indoor_10_12.jpg","The stadium of a basketball game. There seats are very filled and there are the players on the court playing."
"Indoor/indoor_2_12.jpg","A warehouse or shed of some sort. The ceiling appears metallic perhaps rusty and mostly green and yellow colored. Inside is a lot of hay or some kind of thing."
"Outdoor/outdoor_14_12.jpg","A scenery with a large body of water, perhaps a lake or river surrounded by green plants and trees."
"Indoor/indoor_1_12.jpg","A pool of with mostly glass walls and a wooden like ceiling. Chairs on the poolside"
"Indoor/indoor_8_12.jpg","Appears to be a shopping mall or centre. There are many levels traversable by escalator and there are stores and chairs, and people."
"Outdoor/outdoor_12_12.jpg","A stone arch entrance to some place containing more stone and green trees and grass. There is a plant inside which has reddish flowers."
"Outdoor/outdoor_1_12.jpg","The beach of some place with sand. The sea is and sky is quite blue. There are palm trees in the foreground and a boat in the water"
"Outdoor/outdoor_3_12.jpg","A grassy area in the front with various people lying, sitting or standing. In the middle are trees and in the back are high buildings and a sky."
"Indoor/indoor_4_12.jpg","An airport or station are of some kind. There are people in lines waiting and many screens displaying information."
"Indoor/indoor_12_12.jpg","Looks like a hospital room with a single hospital bed in view. There are also a sofa and tap and sink."
"Indoor/indoor_13_12.jpg","4 people in mostly white clothes looking at some paper in a folder book. The second person seems to be pointing to something on the paper while 3 others are looking."
"Indoor/indoor_3_12.jpg","A room with many arts on the walls and perhaps shelves containing something (possibly books). The shelves seem to be covered by a fence."
"Outdoor/outdoor_4_12.jpg","Train platforms with only about 1 person visible sitting on a bench. There are no trains. There is a clock displaying the time"
"Outdoor/outdoor_5_12.jpg","Possibly an amusement park. There is a big roller coaster in the background and a water ride attraction in the foreground."
"Indoor/indoor_6_12.jpg","Appears to be a school hallway perhaps. There seems to be lockers next to the walls and some people working on the hallway or into a room"
"Outdoor/outdoor_11_12.jpg","A graveyard. There are many tombstones of different shapes on fields of grass. The trees all seem to contain few leaves."
"Outdoor/outdoor_7_12.jpg","A path is surrounded on both sides by trees which mostly have green or autumn-coloured leaves."
"Outdoor/outdoor_6_12.jpg","A bridge is on top of a body of water. IN the back are also possibly more bridges. The bridges are very skeletally frames. One person is in the foreground."
"Outdoor/outdoor_2_12.jpg","Some green crops in the foreground and barnyard or shed-like buildings are visible. The sky seems quite cloudy."
"Outdoor/outdoor_15_12.jpg","Appears to be a skiing area mostly white snow at a mountain top perhaps. People are visible skiing done the slopes."
"Indoor/indoor_15_12.jpg","A room with many people crowdedly sitting at tables with trays of of feed eating. It is probably a cafeteria."
"Outdoor/outdoor_5_13.jpg","amusment park, woman in red shirt walking with woman in blue shirt, woman taking pictures, 2 older woman watching the rides, man holding hands with 2 children\n, stone walkway, blue skies"
"Outdoor/outdoor_10_13.jpg","green large field, open roof, stadium, soccer, lots of people, 2 teams, people with yellow shirts in the audience area, "
"Outdoor/outdoor_3_13.jpg","warm city with palm trees, people laying on a hill, sunbathing, green grass, orange roof, tall buildings, dog, umbrella, "
"Outdoor/outdoor_1_13.jpg","white sand, ocean, beach, palm tree, sunny, shadow of palm trees, blue sky, white clouds, blue water, waves, "
"Indoor/indoor_8_13.jpg","escalator with a man and woman holding bags going down. 3 floors showing, stores, glass sky lights, indoor plants, red decorations"
"Outdoor/outdoor_8_13.jpg","raining city, tall buildings, 3 lanes, cars, red signs on posts, windows, traffic light reflecting, parking sign, snow on trees,"
"Indoor/indoor_5_13.jpg","the fast and the furious arcade driving games, air hockey, blue lights, purple lights, yellow and green walls with white, wood floor, electrical boxes, "
"Outdoor/outdoor_11_13.jpg","old cemetery, white tombstones, green grass, dead leaves, dark gravestones, trees, fall, american flags, fence, building, "
"Indoor/indoor_11_13.jpg","wooden bar with lots of liquor bottles, 4 brown bar stools, glasses, beer on tap, "
"Outdoor/outdoor_15_13.jpg","downhill skiing, white snow, mountains, wind blowing snow, yellow jacket, red backpack, ski poles, blue sky, shadows, "
"Outdoor/outdoor_12_13.jpg","old stone overhead entrance way with gate, 2 mailboxes, paved road, green trees, and leaves, garbage bag, "
"Indoor/indoor_12_13.jpg","hospital bed on wheels with Northwell Health on monitor, blood pressure machine, sink with paper towel dispenser above, and soap dispenser, white cart on wheels"
"Indoor/indoor_14_13.jpg","Washroom with 2 white sinks, with a plant on counter, 4 white urinals, 3 dark dividers, ceiling lights, soap dispenser, "
"Outdoor/outdoor_14_13.jpg","pond with a turtle and baby turtle, reflection of house, and trees, green grass, a sign, "
"Indoor/indoor_4_13.jpg","airport, \""don't see the world without it\"" on wall advertisement, red suitcase, woman in white shirt, dark pants, man in red suit top, man "
"Indoor/indoor_10_13.jpg","basketball game, \""alex adams 1956-1961\"" \""bill turner 1962-1967\"" \""len paul 1969-1973\"" yellow jerseys, audience, ameri"
"Indoor/indoor_6_13.jpg","school hallway, shiny light brown floors, double stacked lockers, clean, yellow poster on wall, framed picture of lian"
"Indoor/indoor_3_13.jpg","library, man reading with glasses, white shirt, and dark hat on, books,  garbage can, recycle bin, white ceiling, white lights, "
"Outdoor/outdoor_2_13.jpg","red barn, green grass, green trees, white roof, white trim, 2 tall farm structures, cloudy sky, "
"Indoor/indoor_15_13.jpg","cafeteria, eating lunch, half shaved head with pony tail on top, orange fanta, brown lunch bag, iphone, black sweater, blue sweater on bookbag, "
"Indoor/indoor_1_13.jpg","indoor pool with blue water, white ceiling and walls, blue lounger chair, windows, pink flamingo with head down to ground, green leaves outside on trees, rail to get into pool, lights on walls, brick outsid"
"Indoor/indoor_2_13.jpg","high wooden brown ceilings, old horse carriage, sign, blue chair, man at table looking down, fire extinguishers"
"Outdoor/outdoor_13_13.jpg","new concrete building, cement trucks, construction workers, yellow hi vis clothing, white safety helmet, yellow safety helmets, blue sky, white clouds, cranes, yelow tru"
"Indoor/indoor_13_13.jpg","lab worker with red hair, white coat, blue globes, test tubes, white walls, woman, long eyelashes, white counter, lab equipment, blue in test tubes, purple in tes"
"Outdoor/outdoor_4_13.jpg","blue train with yellow N and C. White star, yellow safety lines, headlights, 1810 x 2, building in background, rail tracks, shadows, people"
"Indoor/indoor_9_13.jpg","indoor ice skating, pink jackets, white skates, toque, kid holding wall, black toque, scarf o"
"Outdoor/outdoor_15_13.jpg","a mountain area , with lots of snow and skier going down the hill , the sky is blue and the mountains are tall"
"Outdoor/outdoor_1_13.jpg","sunny beach setting , lots of sand and super bright clear water ,  palm trees on the left hand side "
"Indoor/indoor_5_13.jpg","looks like an arcade , has some racing games on the left hand side and some colourful lighting in around each of the games "
"Indoor/indoor_8_13.jpg","looks like a large shopping area , has 2 escalators in the centre of the building taking people up to the next floors "
"Outdoor/outdoor_6_13.jpg","large bridge that is crossing over such a large gap over a river , the water looks a merky green colour "
"Outdoor/outdoor_11_13.jpg","a grave yard , looks dim and gloomy , the headstones are a range of old stones to newer brighter white headstones "
"Indoor/indoor_7_13.jpg","a green house with plants on both sides of a walk way , the green house is bright and light and the plants look to be large and growing tall "
"Outdoor/outdoor_10_13.jpg","large football stadium with thousands of fans in there seats , there are a large fire works display happening at the top of the stadium "
"Outdoor/outdoor_12_13.jpg","hill side road with a old brickwork building streaching over the road its self , theres a mail box and bin bag on the left next to the road "
"Indoor/indoor_15_13.jpg","large school lunch room with many teenagers sitting and eating there lunches , looks extremely busy and packed with kids from the school"
"Indoor/indoor_1_13.jpg","large poo with nice water , very posh and expensive looking swimming area in someones home , bright white walls"
"Indoor/indoor_4_13.jpg","looks like a large open area , most likley are a airport waiting area , looks very open and lots of advertisement on display "
"Outdoor/outdoor_7_13.jpg","forest area with a walk way down the middle of it , large trees and plants growing either side of the pathway"
"Indoor/indoor_13_13.jpg","a woman with red hair that is fairly young in age is working in a lab environment, she is wearing a white scientific jacket  "
"Indoor/indoor_10_13.jpg","basketball game with thousands of people in the stands watching , the centre of the court has a teams logo on it , one team is wearing white and the other is wearing yellow "
"Outdoor/outdoor_5_13.jpg","carnival with people walking around , rides can be seen and the area looks really colourful.  "
"Indoor/indoor_3_13.jpg","large library with a super high ceiling , looks can be seen all around and some people are sat reading . the walls looks clean and bright  "
"Indoor/indoor_2_13.jpg","wooden roof structure , the wood is exposed and looks very traditional , small table and advertisement can be seen also"
"Outdoor/outdoor_3_13.jpg","city buildings in the background and large trees in the foreground with many people sat on a green hill soaking up the sun "
"Outdoor/outdoor_9_13.jpg","a skate park with several different areas for riders to use , the area is clean and no people are currently using the ramps"
"Indoor/indoor_9_13.jpg","ice skating ring , kids and aduslts can be seen going around the ice ring , they are wearing winter style jackets "
"Indoor/indoor_12_13.jpg","a hospital settings , with a large bed at its centre , a tv screen can be seen with a company logo on it "
"Outdoor/outdoor_8_13.jpg","large city street , many large buildings around and the road is currently wet and reflecting the lights of it "
"Outdoor/outdoor_13_13.jpg","a construction site , with large machines and trucks at work , there cranes are red and large "
"Indoor/indoor_11_13.jpg","a bar with 4 stools for sitting , theres a large variety of drinks at the bar and it looks very old fashioned and old wood can be seen "
"Outdoor/outdoor_2_13.jpg","a red barn , trees and so farm land , the roof of the barn is white and it has very small windows "
"Indoor/indoor_14_13.jpg","a luxury bathroom , with expensive flooring and decor , the toilet looks clean and well maintained , "
"Outdoor/outdoor_4_13.jpg","aa train station , a train is docked that looks to be old fashioned and has a large star on the front of it "
"Outdoor/outdoor_14_13.jpg","a large garden area with green grass and a large pond with water in it , there are trees all in the garden "
"Indoor/indoor_6_13.jpg","a school hall way , its empty no kids can be seen , the door at the end of the hall is open and there are lockers on the right "
"Outdoor/outdoor_2_13.jpg","A red barn with a white roof. In the foreground there is a green field and in the background a blue sky. There are two silos and two trees."
"Indoor/indoor_11_13.jpg","This is a picture of a wooden bar with four metal and leather stools in front of it. There are alcohol bottles on the shelves. "
"Outdoor/outdoor_11_13.jpg","There are multiple gravestones in a field of grass. The gravestones are all made of grey stone and inscribed with names and dates. "
"Outdoor/outdoor_10_13.jpg","There is a bright green football/soccer field with spectators surrounding it on all four sides. The stadium is lit with fireworks and floodlighting. "
"Outdoor/outdoor_4_13.jpg","The train is bright blue with yellow letters on it - N and C - and it has a white star on the front. It is stopped at a train station. \n"
"Outdoor/outdoor_3_13.jpg","This is a picture of a city and a park in the foreground. There are many people sunbathing in the park under palm trees. In the background are lots of skyscrapers. "
"Indoor/indoor_13_13.jpg","A red-headed pharmacist takes a sample on a petri dish. She is wearing a white coat and blue gloves. She has test tubes on a counter in front of her. "
"Outdoor/outdoor_9_13.jpg","This is a picture of a skate park. There are no skaters in the picture even though it is a bright, sunny day. It looks a bit like the moon with lots of craters. "
"Indoor/indoor_10_13.jpg","A basketball game is being played between a yellow team and a white team. The stadium is packed full of fans. One of the players on the white team is going for a basket. "
"Outdoor/outdoor_6_13.jpg","In this picture two bridges span over a river. The river is green-ish blue. On either side of the river are rocky cliffs. In the background are masts. "
"Indoor/indoor_2_13.jpg","This looks like the inside of a barn made of wood. There is a desk on the left side of the photo and a sign on the right. The middle of the barn is empty. "
"Indoor/indoor_9_13.jpg","Children ice skate in a busy ice rink. Two girls wearing pink patchwork coats are in the front of the crowd. On the right are two other girls wearing hats laughing with each other. "
"Outdoor/outdoor_13_13.jpg","There are a few red cranes and a cement picture in the foreground of this picture, as well as construction workers wearing high-vis jackets. A building is being built out of cement. "
"Indoor/indoor_12_13.jpg","This is a picture of a hospital bed. It is one of those beds that can sit up or lie back. The hospital is called Northwell Health. The room is empty of people. "
"Outdoor/outdoor_15_13.jpg","A skier wearing a yellow jacket and a red backpack skis down a mountain. It looks like other skiers have been there because there are tracks around him."
"Outdoor/outdoor_12_13.jpg","A stone archway arcs over a road. In front of the archway is a grey post box and beyond it there is a sign. There are trees surrounding it. "
"Outdoor/outdoor_1_13.jpg","There are four palm trees on the left of this photo. The beach is white sand, and the sea is bright turquoise. The sky is blue with only a few clouds. "
"Indoor/indoor_7_13.jpg","This is a picture of a greenhouse full of green, leafy plants. The plants are all in black pots. The greenhouse has wooden framework painted white. "
